"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565828354055,"['nothing', 'wrong', 'putting', 'money', 'work', 'today']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566008791042,"['really', 'heard', 'today', 'role', 'lead', 'change', 'want', 'see', 'set', 'exampl\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565887115274,"['caught', 'work', 'approach', '\\n\\n\\/\\/terribly', 'sorry', 'i\\u2019ll', 'try', 'respond', 'to\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566176591873,"['right', '\\u201this', 'moment', 'history', 'need', 'help', 'beat', 'donald', 'trump', 'set', 'nation', 'new', 'pat\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566239514625,"['best', 'time', 'guess', '\\ud83e\\udd23\\ud83e\\udd8a\\n\\ntoday', ""'s"", 'update', 'brought', 'ever', 'awesome']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566050734081,"['katie', 'poer', 'national', 'treasure', 'save']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566189166592,"['schools', 'close']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565853560832,"['dismissing', 'wall', 'street', 'plunge', 'today']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566310801409,"['let', ""'s"", 'election', 'today', 'swear', 'presidentbiden']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566335967233,"['today\\u2019s', 'bihday', 'you\\u2019ve', 'got', 'ta', 'kitten']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566482710530,"['nothing', 'dey', 'vex', 'foreigners', 'like', 'way', 'wear', 'masks', 'roam', 'around', 'like', 'ones', 'infect', 'th\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566373703688,"[""n't"", 'watched', ""'s"", 'speech', 'today', 'respond', 'coronavirus']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565702635525,"['facility', 'needs', 'non-abrasiveness']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566646243330,"['job', 'called', 'said', 'come', 'work', 'fuher', 'notice', 'don\\u2019t', 'know', 'i\\u2019m', 'still', 'going\\u202']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563353833475,"['gesture', 'drawing', 'today', 'used', 'porn', 'videos', 'screenshots', 'quite', 'fun', 'feel', 'like', 'learn\\u202']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566478573569,"['yes', 'staed', 'collapse', 'earlier', 'week', 'today', 'killed', 'hard', 'even']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566910529537,"['woh', 'repeating', '2018']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567137021954,"['tomorrow', 'isn\\u2019t', 'promised', 'get', 'cheeks', 'clapped', 'today', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248566939934721,['next']
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567078354944,"['schools', 'close']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567128678401,"['neko', 'wishes', 'happy', 'bihday', 'hopes', 'great', 'day', 'today', '\\u2665\\ufe0f', ""''""]"
"{""limit"":{""track"":4","timestamp_ms:""1584056443756""}}",
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567451594752,"['10years', 'ago']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567640375296,"['earlier', 'today']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567598440448,"['cast', 'understatement']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567807995904,"['thank', '\\u201coming', 'clutch', '\\ud83d\\ude4f', '\\n\\nwe\\u2019re', 'behind']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248567715872768,"['must', 'watch', 'best', 'trump', 'ad', 'ever', '\\ud83d\\udcfa\\n\\n\\', ""''"", 'fighter']"
